Donate ID,Donate Date,Gender,Deposit Amount,Preferred Color of Device,Ice Cream Products Consumed Per Week,Favorite Flavor Of Ice Cream,Donated To Kick Starter Before,Household Income,Do you own a Keurig,How many desserts do you eat a week
1397,7/1/2019,male,100,red,4,vanilla,no,,yes,4
1398,7/1/2019,male,100,red,3,no preference,yes,,yes,3
1399,7/1/2019,female,100,blue,2,vanilla,no,>100K,yes,1
1400,7/1/2019,male,100,red,3,chocolate,yes,,yes,6
1401,7/1/2019,male,100,blue,2,vanilla,no,,yes,3
1402,7/1/2019,female,100,no preference,2,no preference,yes,>100K,yes,1
1403,7/1/2019,male,100,blue,0,no preference,yes,,yes,1
1404,7/1/2019,female,100,silver,1,swirl,no,>100K,yes,8
1405,7/1/2019,male,100,white,8,swirl,yes,,yes,7
1406,7/1/2019,female,100,silver,1,vanilla,yes,>100K,yes,8
1407,7/1/2019,female,100,black,4,no preference,no,>100K,yes,3
1408,7/1/2019,female,100,red,9,swirl,no,>100K,yes,2
1409,7/1/2019,female,100,no preference,0,chocolate,no,>100K,yes,7
1410,7/1/2019,male,100,red,3,vanilla,no,,yes,5
1411,7/1/2019,female,100,red,0,vanilla,no,>100K,yes,6
1412,7/1/2019,female,100,no preference,4,no preference,no,>100K,yes,5
1413,7/1/2019,female,100,black,3,chocolate,no,>100K,yes,9
1414,7/1/2019,female,100,blue,9,swirl,no,>100K,yes,5
1415,7/1/2019,female,100,blue,3,vanilla,no,>100K,yes,6
1416,7/1/2019,female,100,red,2,swirl,no,>100K,yes,7
1417,7/1/2019,male,100,black,2,swirl,yes,,yes,6
1418,7/1/2019,female,100,no preference,4,vanilla,no,>100K,yes,6
1419,7/1/2019,female,100,red,10,no preference,no,>100K,yes,6
1420,7/1/2019,male,100,silver,6,chocolate,yes,,yes,5
1421,7/1/2019,female,100,silver,10,no preference,yes,>100K,yes,6
1422,7/1/2019,male,100,no preference,4,vanilla,no,,yes,2
1423,7/1/2019,female,100,red,3,no preference,no,>100K,yes,9
1424,7/1/2019,male,100,white,8,vanilla,yes,,yes,10
1425,7/1/2019,female,100,black,0,swirl,no,>100K,yes,5
1426,7/1/2019,female,100,red,9,swirl,yes,>100K,yes,4
1427,7/1/2019,female,100,white,9,chocolate,no,>100K,yes,8
1428,7/1/2019,female,100,red,2,specialty,yes,>100K,yes,5
1429,7/1/2019,male,100,white,8,no preference,no,,yes,7
1430,7/1/2019,female,100,red,0,chocolate,no,>100K,yes,8
1431,7/1/2019,female,100,silver,1,vanilla,no,>100K,yes,10
1432,7/1/2019,female,100,blue,2,no preference,yes,>100K,yes,9
1433,7/1/2019,female,100,red,1,chocolate,yes,>100K,yes,7
1434,7/1/2019,female,100,no preference,5,specialty,no,>100K,yes,5
1435,7/1/2019,male,100,blue,0,vanilla,no,,yes,2
1436,7/1/2019,female,100,red,10,vanilla,yes,>100K,yes,8
1437,7/1/2019,female,100,black,6,swirl,yes,>100K,yes,10
1438,7/1/2019,male,100,white,3,specialty,no,,yes,3
1439,7/1/2019,female,100,white,0,swirl,no,>100K,yes,10
1440,7/1/2019,female,100,black,5,chocolate,no,>100K,yes,5
1441,7/1/2019,female,100,blue,8,no preference,no,>100K,yes,3
1442,7/1/2019,female,100,no preference,9,swirl,yes,>100K,yes,2
1443,7/1/2019,female,100,silver,0,swirl,yes,>100K,yes,3
1444,7/1/2019,female,100,no preference,8,swirl,yes,>100K,yes,7
1445,7/1/2019,female,100,silver,4,vanilla,yes,>100K,yes,9
1446,7/1/2019,male,100,blue,3,specialty,no,,yes,7
1447,7/1/2019,male,100,black,2,chocolate,yes,,yes,6
1448,7/1/2019,female,100,no preference,10,chocolate,no,>100K,yes,8
1449,7/1/2019,female,100,black,10,vanilla,no,>100K,yes,6
1450,7/1/2019,female,100,red,1,no preference,yes,>100K,yes,3
1451,7/1/2019,female,100,silver,5,specialty,yes,>100K,yes,8
1452,7/1/2019,female,100,blue,1,specialty,yes,>100K,yes,6
1453,7/1/2019,male,100,silver,1,chocolate,yes,,yes,7
1454,7/1/2019,male,100,red,6,chocolate,yes,,yes,8
1455,7/1/2019,female,100,silver,0,chocolate,yes,>100K,yes,10
1456,7/1/2019,female,100,black,4,no preference,yes,>100K,yes,4
1457,7/1/2019,female,100,red,4,specialty,no,>100K,yes,8
1458,7/1/2019,female,100,white,3,no preference,no,>100K,yes,6
1459,7/1/2019,female,100,red,9,swirl,no,>100K,yes,8
1460,7/1/2019,male,100,red,3,specialty,yes,,yes,7
1461,7/1/2019,female,100,silver,1,specialty,yes,>100K,yes,1
1462,7/1/2019,male,100,no preference,4,specialty,no,,yes,2
1463,7/1/2019,male,100,red,5,no preference,yes,,yes,2
1464,7/1/2019,female,100,blue,9,specialty,yes,>100K,yes,8
1465,7/1/2019,female,100,silver,1,no preference,yes,>100K,yes,7
1466,7/1/2019,female,100,no preference,6,chocolate,no,>100K,yes,10
1467,7/1/2019,female,100,black,0,chocolate,yes,>100K,yes,10
1468,7/1/2019,male,100,no preference,10,no preference,no,,yes,10
1469,7/1/2019,female,100,silver,8,swirl,no,>100K,yes,5
1470,7/1/2019,female,100,no preference,8,vanilla,yes,>100K,yes,4
1471,7/1/2019,female,100,black,7,no preference,no,>100K,yes,7
1472,7/1/2019,female,100,black,0,specialty,no,>100K,yes,7
1473,7/1/2019,female,100,black,1,specialty,no,>100K,yes,3
1474,7/1/2019,male,100,black,7,no preference,no,,yes,4
1475,7/1/2019,female,100,white,7,specialty,yes,>100K,yes,2
1476,7/1/2019,female,100,silver,,specialty,no,>100K,yes,10
1477,7/1/2019,female,100,silver,,swirl,no,>100K,yes,9
1478,7/1/2019,male,100,silver,,chocolate,no,,yes,10
1479,7/1/2019,male,100,white,,specialty,yes,,yes,10
1480,7/1/2019,female,100,red,,specialty,no,>100K,yes,1
1481,7/1/2019,female,100,red,7,specialty,no,>100K,yes,4
1482,7/1/2019,male,100,blue,8,vanilla,no,,yes,8
1483,7/1/2019,female,100,no preference,6,chocolate,yes,>100K,yes,10
1484,7/1/2019,female,100,black,4,chocolate,yes,>100K,yes,5
1485,7/1/2019,female,100,red,3,specialty,no,>100K,yes,3
1486,7/1/2019,male,100,silver,7,chocolate,yes,,yes,8
1487,7/1/2019,female,100,white,1,chocolate,no,>100K,yes,5
1488,7/1/2019,male,100,blue,7,no preference,no,,yes,1
1489,7/1/2019,male,100,blue,5,vanilla,no,,yes,6
1490,7/1/2019,male,100,silver,4,specialty,yes,,yes,4
1491,7/1/2019,male,100,blue,10,swirl,yes,,yes,6
1492,7/1/2019,female,100,silver,8,no preference,no,>100K,yes,10
1493,7/1/2019,female,100,blue,7,vanilla,no,>100K,yes,3
1494,7/1/2019,male,100,no preference,5,specialty,yes,,yes,2
1495,7/1/2019,female,100,white,8,swirl,no,>100K,yes,4
1496,7/1/2019,male,100,red,2,specialty,yes,,yes,3
1497,7/1/2019,male,100,black,6,swirl,no,,yes,7
1498,7/1/2019,female,100,red,5,no preference,no,>100K,yes,10
1499,7/1/2019,female,100,silver,8,specialty,yes,>100K,yes,10
1500,7/1/2019,male,100,silver,10,no preference,yes,,yes,7
1501,7/1/2019,female,100,blue,2,no preference,yes,>100K,yes,1
1502,7/1/2019,female,100,white,6,chocolate,no,>100K,yes,4
1503,7/1/2019,male,100,silver,3,no preference,no,,yes,9
1504,7/1/2019,female,100,red,10,no preference,no,>100K,yes,6
1505,7/1/2019,female,100,white,5,specialty,no,>100K,yes,2
1506,7/1/2019,male,100,silver,4,no preference,yes,,yes,8
1507,7/1/2019,male,100,no preference,3,vanilla,no,,yes,2
1508,7/1/2019,male,100,red,4,chocolate,no,,yes,3
1509,7/1/2019,female,100,white,4,vanilla,yes,>100K,yes,9
1510,7/1/2019,female,100,no preference,8,chocolate,yes,>100K,yes,7
1511,7/1/2019,male,100,black,6,vanilla,no,,yes,6
1512,7/1/2019,male,100,red,2,no preference,yes,,yes,7
1513,7/1/2019,male,100,no preference,4,no preference,no,,yes,6
1514,7/1/2019,female,100,no preference,6,no preference,no,>100K,yes,6
1515,7/1/2019,female,100,white,7,vanilla,yes,>100K,yes,9
1516,7/1/2019,male,100,red,8,swirl,yes,,yes,10
1517,7/1/2019,female,100,no preference,4,vanilla,no,>100K,yes,1
1518,7/1/2019,female,100,blue,9,vanilla,yes,>100K,yes,5
1519,7/1/2019,female,100,black,2,chocolate,no,>100K,yes,5
1520,7/1/2019,male,100,black,0,chocolate,no,,yes,10
1521,7/1/2019,male,100,blue,0,swirl,yes,,yes,6
1522,7/1/2019,female,100,red,8,swirl,yes,>100K,yes,3
1523,7/1/2019,female,100,silver,4,chocolate,no,>100K,yes,9
1524,7/1/2019,female,100,red,4,chocolate,no,>100K,yes,9
1525,7/1/2019,female,100,no preference,1,chocolate,yes,>100K,yes,7
1526,7/1/2019,male,100,blue,8,chocolate,yes,,yes,3
1527,7/1/2019,female,100,no preference,2,no preference,no,>100K,yes,9
1528,7/1/2019,male,100,red,10,vanilla,no,,yes,8
1529,7/1/2019,female,100,blue,6,no preference,yes,>100K,yes,2
1530,7/1/2019,female,100,no preference,2,vanilla,yes,>100K,yes,10
1531,7/1/2019,male,100,white,4,vanilla,no,,yes,8
1532,7/1/2019,female,100,no preference,9,swirl,no,>100K,yes,2
1533,7/1/2019,male,100,blue,6,vanilla,yes,,yes,3
1534,7/1/2019,female,100,silver,6,chocolate,no,>100K,yes,9
1535,7/1/2019,female,100,blue,4,chocolate,yes,>100K,yes,5
1536,7/1/2019,female,100,blue,8,no preference,no,>100K,yes,7
1537,7/1/2019,female,100,no preference,4,chocolate,yes,>100K,yes,10
1538,7/1/2019,female,100,white,7,vanilla,no,>100K,yes,3
1539,7/1/2019,female,100,blue,4,vanilla,yes,>100K,yes,7
1540,7/1/2019,female,100,red,2,vanilla,yes,>100K,yes,3
1541,7/1/2019,female,100,black,7,vanilla,no,>100K,yes,8
1542,7/1/2019,male,100,black,4,no preference,yes,,yes,1
1543,7/1/2019,male,100,red,3,swirl,no,,yes,4
1544,7/1/2019,female,100,red,4,no preference,yes,>100K,yes,7
1545,7/1/2019,female,100,red,4,specialty,no,>100K,yes,5
1546,7/1/2019,male,100,silver,9,vanilla,yes,,yes,5
1547,7/1/2019,female,100,silver,0,vanilla,yes,>100K,yes,5
1548,7/1/2019,female,100,white,4,no preference,yes,>100K,yes,8
1549,7/1/2019,female,100,blue,0,specialty,no,>100K,yes,8
1550,7/1/2019,male,100,silver,2,no preference,yes,,yes,5
1551,7/1/2019,female,100,silver,7,no preference,yes,>100K,yes,4
1552,7/1/2019,male,100,silver,5,specialty,no,,yes,6
1553,7/1/2019,male,100,black,4,swirl,yes,,yes,2
1554,7/1/2019,female,100,white,7,chocolate,yes,>100K,no,3
1555,7/1/2019,female,100,no preference,1,swirl,no,>100K,no,9
1556,7/1/2019,male,100,black,6,no preference,no,,no,4
1557,7/1/2019,female,100,blue,10,vanilla,no,>100K,no,2
1558,7/1/2019,female,100,black,0,swirl,yes,>100K,no,4
1559,7/1/2019,female,100,black,6,no preference,no,>100K,no,3
1560,7/1/2019,male,100,white,7,vanilla,no,,no,1
1561,7/1/2019,female,100,white,10,vanilla,yes,>100K,no,5
1562,7/1/2019,female,100,white,1,no preference,no,>100K,no,4
1563,7/1/2019,female,100,black,9,chocolate,no,>100K,no,10
1564,7/1/2019,female,100,white,5,specialty,no,>100K,no,10
1565,7/1/2019,female,100,blue,3,vanilla,yes,>100K,no,7
1566,7/1/2019,male,100,blue,4,chocolate,no,,no,8
1567,7/1/2019,female,100,white,,swirl,no,>100K,no,2
1568,7/1/2019,male,100,no preference,,no preference,no,,no,7
1569,7/1/2019,female,100,no preference,,no preference,yes,>100K,no,2
1570,7/1/2019,female,100,no preference,8,specialty,no,>100K,no,9
1571,7/1/2019,female,100,red,3,swirl,no,>100K,no,6
1572,7/1/2019,female,100,white,10,vanilla,no,>100K,no,8
1573,7/1/2019,female,100,black,7,specialty,no,>100K,no,8
1574,7/1/2019,male,100,blue,5,chocolate,yes,,no,3
1575,7/1/2019,female,100,silver,5,specialty,no,>100K,no,7
1576,7/1/2019,male,100,white,10,vanilla,yes,,no,3
1577,7/1/2019,female,100,red,5,vanilla,no,>100K,no,9
1578,7/1/2019,female,100,black,9,no preference,no,>100K,no,4
1579,7/1/2019,female,100,no preference,1,no preference,yes,>100K,no,5
1580,7/1/2019,female,100,blue,3,vanilla,no,>100K,no,4
1581,7/1/2019,male,100,red,4,swirl,no,,no,6
1582,7/1/2019,male,100,no preference,8,chocolate,no,,no,4
1583,7/1/2019,female,100,red,7,chocolate,yes,>100K,no,6
1584,7/1/2019,female,100,red,2,no preference,yes,>100K,no,7
1585,7/1/2019,female,100,silver,0,chocolate,no,>100K,no,7
1586,7/1/2019,female,100,silver,4,swirl,yes,>100K,no,1
1587,7/1/2019,male,100,silver,5,no preference,no,,no,7
1588,7/1/2019,female,100,black,8,swirl,yes,>100K,no,7
1589,7/1/2019,male,100,blue,2,vanilla,yes,,no,7
1590,7/1/2019,female,100,red,9,specialty,yes,>100K,no,3
1591,7/1/2019,female,100,no preference,5,vanilla,yes,>100K,no,9
1592,7/1/2019,female,100,silver,1,swirl,yes,>100K,no,9
1593,7/1/2019,female,100,silver,1,vanilla,yes,>100K,no,10
1594,7/1/2019,female,100,black,1,vanilla,yes,>100K,no,6
1595,7/1/2019,female,100,white,4,vanilla,no,>100K,no,10
1596,7/1/2019,female,100,no preference,6,no preference,no,>100K,no,3
1597,7/1/2019,female,100,no preference,4,chocolate,yes,>100K,no,10
1598,7/1/2019,female,100,blue,5,specialty,yes,>100K,no,1
1599,7/1/2019,female,100,red,3,no preference,no,>100K,no,9
1600,7/1/2019,male,100,blue,8,chocolate,yes,,no,5
1601,7/1/2019,male,100,blue,0,specialty,no,,no,8
1602,7/1/2019,male,100,white,8,vanilla,no,,no,8
1603,7/1/2019,female,100,red,3,specialty,yes,>100K,no,6
1604,7/1/2019,female,100,silver,7,vanilla,yes,>100K,no,5
1605,7/1/2019,male,100,black,9,vanilla,no,,no,7
1606,7/1/2019,female,100,silver,3,no preference,yes,>100K,no,3
1607,7/1/2019,male,100,no preference,7,no preference,no,,no,5
1608,7/1/2019,female,100,silver,1,chocolate,yes,>100K,no,6
1609,7/1/2019,female,100,white,1,specialty,no,>100K,no,1
1610,7/1/2019,female,100,blue,10,swirl,no,>100K,no,4
1611,7/1/2019,female,100,blue,7,swirl,no,>100K,no,5
1612,7/1/2019,female,100,white,6,no preference,no,>100K,no,5
1613,7/1/2019,male,100,black,7,chocolate,yes,,no,6
1614,7/1/2019,female,100,white,8,chocolate,no,>100K,no,9
1615,7/1/2019,male,100,blue,4,vanilla,no,,no,1
1616,7/1/2019,female,100,no preference,3,swirl,no,>100K,no,3
1617,7/1/2019,female,100,red,1,specialty,yes,>100K,no,8
1618,7/1/2019,female,100,silver,3,chocolate,yes,>100K,no,6
1619,7/1/2019,female,100,no preference,3,chocolate,no,>100K,no,10
1620,7/1/2019,male,100,black,7,swirl,no,,no,9
1621,7/1/2019,male,100,silver,10,vanilla,no,,no,2
1622,7/1/2019,female,100,silver,3,no preference,no,>100K,no,9
1623,7/1/2019,male,100,no preference,2,no preference,no,,no,9
1624,7/1/2019,female,100,blue,5,swirl,no,>100K,no,10
1625,7/1/2019,female,100,black,1,vanilla,yes,>100K,no,9
1626,7/1/2019,female,100,blue,5,specialty,yes,>100K,no,8
1627,7/1/2019,female,100,red,1,vanilla,yes,>100K,no,2
1628,7/1/2019,male,100,no preference,3,swirl,no,,no,6
1629,7/1/2019,female,100,black,7,specialty,yes,>100K,no,8
1630,7/1/2019,female,100,no preference,2,swirl,no,>100K,no,8
1631,7/1/2019,female,100,no preference,3,specialty,yes,>100K,no,7
1632,7/1/2019,male,100,black,8,swirl,no,,no,1
1633,7/1/2019,female,100,black,8,vanilla,no,>100K,no,6
1634,7/1/2019,male,100,no preference,10,chocolate,yes,,no,3
1635,7/1/2019,male,100,red,5,vanilla,no,,no,6
1636,7/1/2019,male,100,red,2,specialty,no,,no,5
1637,7/1/2019,female,100,no preference,7,vanilla,yes,>100K,no,2
1638,7/1/2019,male,100,no preference,7,specialty,no,,no,6
1639,7/1/2019,female,100,white,10,no preference,yes,>100K,no,1
1640,7/1/2019,female,100,red,2,chocolate,no,>100K,no,8
1641,7/1/2019,male,100,silver,6,vanilla,no,,no,5
1642,7/1/2019,male,100,blue,1,swirl,yes,,no,4
1643,7/1/2019,female,100,black,10,specialty,yes,>100K,no,8
1644,7/1/2019,female,100,black,9,swirl,yes,>100K,no,6
1645,7/1/2019,male,100,red,0,chocolate,no,,no,6
1646,7/1/2019,female,100,silver,4,no preference,yes,>100K,no,8
1647,7/1/2019,female,100,blue,0,chocolate,yes,>100K,no,6
1648,7/1/2019,female,100,red,8,chocolate,no,>100K,no,5
1649,7/1/2019,male,100,silver,6,chocolate,yes,,no,10
1650,7/1/2019,male,100,red,2,no preference,no,,no,3
1651,7/1/2019,female,100,silver,2,vanilla,no,>100K,no,9
1652,7/1/2019,male,100,no preference,9,swirl,no,,no,10
1653,7/1/2019,male,100,silver,10,vanilla,no,,no,7
1654,7/1/2019,male,100,no preference,9,vanilla,yes,,no,8
1655,7/1/2019,male,100,black,5,no preference,yes,,no,1
1656,7/1/2019,female,100,red,7,vanilla,no,>100K,no,4
1657,7/1/2019,female,100,blue,4,specialty,no,>100K,no,1
1658,7/1/2019,female,100,red,5,vanilla,no,>100K,no,3
1659,7/1/2019,female,100,no preference,1,chocolate,yes,>100K,no,8
1660,7/1/2019,male,100,no preference,6,chocolate,no,,no,4
1661,7/1/2019,male,100,no preference,9,chocolate,no,,no,9
1662,7/1/2019,male,100,no preference,8,vanilla,no,,no,2
1663,7/1/2019,male,100,no preference,3,swirl,yes,,no,2
1664,7/1/2019,male,100,blue,6,no preference,no,,no,9
1665,7/1/2019,female,100,silver,9,vanilla,yes,>100K,no,3
1666,7/1/2019,female,100,black,7,specialty,yes,>100K,no,6
1667,7/1/2019,female,100,white,10,chocolate,no,>100K,no,10
1668,7/1/2019,female,100,no preference,5,vanilla,yes,>100K,no,8
1669,7/1/2019,male,100,white,9,swirl,yes,,no,9
1670,7/1/2019,female,100,blue,3,specialty,no,>100K,no,8
1671,7/1/2019,female,100,red,5,vanilla,yes,>100K,no,4
1672,7/1/2019,female,100,silver,1,specialty,no,>100K,no,10
1673,7/1/2019,male,100,no preference,4,specialty,no,,no,6
1674,7/1/2019,male,100,blue,2,specialty,no,,no,1
1675,7/1/2019,male,100,red,10,swirl,no,,no,1
1676,7/1/2019,female,100,no preference,0,swirl,no,>100K,no,5
1677,7/1/2019,female,100,blue,1,specialty,no,>100K,no,10
1678,7/1/2019,female,100,black,9,swirl,yes,>100K,no,4
1679,7/1/2019,female,100,silver,1,chocolate,yes,>100K,no,5
1680,7/1/2019,male,100,blue,4,no preference,no,,no,10
1681,7/1/2019,male,100,red,2,chocolate,no,,no,9
1682,7/1/2019,female,100,no preference,5,vanilla,yes,>100K,no,4
1683,7/1/2019,male,100,black,1,specialty,yes,,no,8
1684,7/1/2019,female,100,black,10,chocolate,no,>100K,no,8
1685,7/1/2019,male,100,blue,10,chocolate,no,,no,9
1686,7/1/2019,female,100,no preference,5,swirl,no,>100K,no,2
1687,7/1/2019,female,100,silver,4,swirl,yes,>100K,no,1
1688,7/1/2019,female,100,no preference,7,no preference,yes,>100K,no,3
1689,7/1/2019,female,100,no preference,5,chocolate,no,>100K,no,8
1690,7/1/2019,male,100,red,10,specialty,no,,no,3
1691,7/1/2019,male,100,no preference,8,specialty,yes,,no,1
1692,7/1/2019,male,100,no preference,9,chocolate,yes,,no,3
1693,7/1/2019,male,100,silver,5,chocolate,no,,no,5
1694,7/1/2019,male,100,red,10,vanilla,no,,no,2
1695,7/1/2019,male,100,black,4,specialty,no,,no,2
1696,7/1/2019,female,100,no preference,7,vanilla,no,>100K,no,10
1697,7/1/2019,male,100,silver,9,vanilla,yes,,no,5
1698,7/1/2019,male,100,red,1,specialty,no,,no,4
1699,7/1/2019,male,100,red,2,specialty,yes,,no,3
1700,7/1/2019,female,100,blue,2,vanilla,yes,>100K,no,10
1701,7/1/2019,male,100,black,3,chocolate,yes,,no,6
1702,7/1/2019,male,100,black,7,no preference,yes,,no,10
1703,7/1/2019,female,100,blue,0,chocolate,no,>100K,no,5
1704,7/1/2019,male,100,white,2,specialty,yes,,no,10
1705,7/1/2019,female,100,silver,5,specialty,no,>100K,no,1
1706,7/1/2019,male,100,no preference,5,specialty,no,,no,8
1707,7/1/2019,female,100,silver,2,vanilla,no,>100K,no,7
1708,7/1/2019,female,100,blue,8,swirl,no,>100K,no,8
1709,7/1/2019,male,100,silver,10,no preference,yes,,no,5
1710,7/1/2019,female,100,silver,0,chocolate,no,>100K,no,8
1711,7/1/2019,male,100,black,7,swirl,yes,,no,4
1712,7/1/2019,female,100,no preference,1,specialty,no,>100K,no,3
1713,7/1/2019,male,100,red,1,vanilla,yes,,no,6
1714,7/1/2019,male,100,white,1,specialty,yes,,no,5
1715,7/1/2019,female,100,red,3,vanilla,no,>100K,no,5
1716,7/1/2019,male,100,no preference,5,swirl,no,,no,1
1717,7/1/2019,female,100,white,6,vanilla,yes,>100K,no,3
1718,7/1/2019,male,100,white,8,swirl,yes,,no,9
1719,7/1/2019,female,100,silver,10,swirl,no,>100K,no,10
1720,7/1/2019,female,100,no preference,4,vanilla,no,>100K,no,6
1721,7/1/2019,female,100,red,2,chocolate,no,>100K,no,9
1722,7/1/2019,male,100,blue,7,specialty,yes,,no,4
1723,7/1/2019,male,100,silver,8,vanilla,yes,,no,6
1724,7/1/2019,female,100,silver,4,specialty,no,>100K,no,1
1725,7/1/2019,female,100,black,5,swirl,yes,>100K,no,4
1726,7/1/2019,female,100,no preference,6,no preference,yes,>100K,no,3
1727,7/1/2019,male,100,black,1,specialty,no,,no,8
1728,7/1/2019,female,100,no preference,2,chocolate,yes,>100K,no,9
1729,7/1/2019,male,100,blue,9,chocolate,no,,no,8
1730,7/1/2019,male,100,blue,7,specialty,yes,,no,8
1731,7/1/2019,male,100,black,1,vanilla,yes,,no,9
1732,7/1/2019,female,100,blue,10,specialty,yes,>100K,no,8
1733,7/1/2019,male,100,white,8,chocolate,no,,no,10
1734,7/1/2019,male,100,black,6,specialty,yes,,no,8
1735,7/1/2019,female,100,white,10,chocolate,yes,>100K,no,6
1736,7/1/2019,female,100,blue,1,no preference,no,>100K,no,5
1737,7/1/2019,male,100,blue,3,no preference,no,,no,4
1738,7/1/2019,male,100,black,3,vanilla,yes,,no,8
1739,7/1/2019,male,100,red,7,specialty,yes,,no,9
1740,7/1/2019,female,100,no preference,10,specialty,no,>100K,no,6
1741,7/1/2019,female,100,red,10,specialty,no,>100K,no,4
1742,7/1/2019,male,100,blue,10,no preference,no,,no,1
1743,7/1/2019,male,100,white,1,no preference,no,,no,1
1744,7/1/2019,female,100,silver,2,chocolate,yes,>100K,no,9
1745,7/1/2019,female,100,blue,1,swirl,no,>100K,no,7
1746,7/1/2019,male,100,white,4,vanilla,yes,,no,7
1747,7/1/2019,male,100,no preference,10,specialty,no,,no,5
1748,7/1/2019,female,100,no preference,7,specialty,yes,>100K,no,3
1749,7/1/2019,female,100,red,4,swirl,no,>100K,no,8
1750,7/1/2019,male,100,silver,6,no preference,yes,,no,9
1751,7/1/2019,female,100,blue,10,chocolate,no,>100K,no,5
1752,7/1/2019,female,100,no preference,9,no preference,no,>100K,no,7
1753,7/1/2019,female,100,red,5,vanilla,yes,>100K,no,7
1754,7/1/2019,female,100,red,8,vanilla,no,>100K,no,9
1755,7/1/2019,female,100,no preference,6,vanilla,yes,>100K,no,9
1756,7/1/2019,female,100,white,3,specialty,no,>100K,no,9
1757,7/1/2019,female,100,no preference,8,swirl,yes,>100K,no,9
1758,7/1/2019,female,100,no preference,9,chocolate,no,>100K,no,10
1759,7/1/2019,female,100,silver,3,vanilla,no,>100K,no,3
1760,7/1/2019,male,100,silver,0,specialty,no,,no,1
